[seq_id=1] agent_inference: LNA=1, Filter=0, Mixer=-1.589dBm, IFAmp=4.501dB, EVM=99.978%, Status=0
[seq_id=1150] agent_inference: LNA=1, Filter=0, Mixer=5.683dBm, IFAmp=6.224dB, EVM=90.217%, Status=0
[seq_id=1151] agent_inference: LNA=1, Filter=0, Mixer=5.686dBm, IFAmp=6.207dB, EVM=90.278%, Status=0
[seq_id=1152] agent_inference: LNA=1, Filter=0, Mixer=5.672dBm, IFAmp=6.185dB, EVM=90.469%, Status=0
[seq_id=1153] agent_inference: LNA=1, Filter=0, Mixer=5.649dBm, IFAmp=6.196dB, EVM=90.396%, Status=0
[seq_id=1154] agent_inference: LNA=1, Filter=0, Mixer=5.670dBm, IFAmp=6.217dB, EVM=90.378%, Status=0
[seq_id=1155] agent_inference: LNA=1, Filter=0, Mixer=5.682dBm, IFAmp=6.189dB, EVM=90.332%, Status=0
[seq_id=1156] agent_inference: LNA=1, Filter=0, Mixer=5.658dBm, IFAmp=6.231dB, EVM=90.224%, Status=0
[seq_id=1157] agent_inference: LNA=1, Filter=0, Mixer=5.692dBm, IFAmp=6.189dB, EVM=90.298%, Status=0
[seq_id=1158] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.173dB, EVM=90.293%, Status=0
[seq_id=1159] agent_inference: LNA=1, Filter=0, Mixer=5.697dBm, IFAmp=6.151dB, EVM=90.322%, Status=0
[seq_id=1160] agent_inference: LNA=1, Filter=0, Mixer=5.675dBm, IFAmp=6.218dB, EVM=90.374%, Status=0
[seq_id=1161] agent_inference: LNA=1, Filter=0, Mixer=5.712dBm, IFAmp=6.163dB, EVM=90.347%, Status=0
[seq_id=1162] agent_inference: LNA=1, Filter=0, Mixer=5.691dBm, IFAmp=6.186dB, EVM=90.334%, Status=0
[seq_id=1163] agent_inference: LNA=1, Filter=0, Mixer=5.624dBm, IFAmp=6.230dB, EVM=90.482%, Status=0
[seq_id=1164] agent_inference: LNA=1, Filter=0, Mixer=5.689dBm, IFAmp=6.170dB, EVM=90.348%, Status=0
[seq_id=1165] agent_inference: LNA=1, Filter=0, Mixer=5.720dBm, IFAmp=6.156dB, EVM=90.124%, Status=0
[seq_id=1166] agent_inference: LNA=1, Filter=0, Mixer=5.667dBm, IFAmp=6.193dB, EVM=90.411%, Status=0
[seq_id=1167] agent_inference: LNA=1, Filter=0, Mixer=5.670dBm, IFAmp=6.190dB, EVM=90.333%, Status=0
[seq_id=1168] agent_inference: LNA=1, Filter=0, Mixer=5.695dBm, IFAmp=6.186dB, EVM=90.295%, Status=0
[seq_id=1169] agent_inference: LNA=1, Filter=0, Mixer=5.665dBm, IFAmp=6.200dB, EVM=90.359%, Status=0
[seq_id=1170] agent_inference: LNA=1, Filter=0, Mixer=5.727dBm, IFAmp=6.162dB, EVM=90.194%, Status=0
[seq_id=1171] agent_inference: LNA=1, Filter=0, Mixer=5.691dBm, IFAmp=6.185dB, EVM=90.164%, Status=0
[seq_id=1172] agent_inference: LNA=1, Filter=0, Mixer=5.699dBm, IFAmp=6.197dB, EVM=90.278%, Status=0
[seq_id=1173] agent_inference: LNA=1, Filter=0, Mixer=5.726dBm, IFAmp=6.173dB, EVM=90.082%, Status=0
[seq_id=1174] agent_inference: LNA=1, Filter=0, Mixer=5.665dBm, IFAmp=6.214dB, EVM=90.306%, Status=0
[seq_id=1175] agent_inference: LNA=1, Filter=0, Mixer=5.674dBm, IFAmp=6.218dB, EVM=90.221%, Status=0
[seq_id=1176] agent_inference: LNA=1, Filter=0, Mixer=5.689dBm, IFAmp=6.210dB, EVM=90.162%, Status=0
[seq_id=1177] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.192dB, EVM=90.273%, Status=0
[seq_id=1178] agent_inference: LNA=1, Filter=0, Mixer=5.714dBm, IFAmp=6.162dB, EVM=90.103%, Status=0
[seq_id=1179] agent_inference: LNA=1, Filter=0, Mixer=5.702dBm, IFAmp=6.193dB, EVM=90.217%, Status=0
[seq_id=1180] agent_inference: LNA=1, Filter=0, Mixer=5.693dBm, IFAmp=6.147dB, EVM=90.298%, Status=0
[seq_id=1181] agent_inference: LNA=1, Filter=0, Mixer=5.685dBm, IFAmp=6.181dB, EVM=90.382%, Status=0
[seq_id=1182] agent_inference: LNA=1, Filter=0, Mixer=5.699dBm, IFAmp=6.186dB, EVM=90.213%, Status=0
[seq_id=1183] agent_inference: LNA=1, Filter=0, Mixer=5.649dBm, IFAmp=6.215dB, EVM=90.347%, Status=0
[seq_id=1184] agent_inference: LNA=1, Filter=0, Mixer=5.682dBm, IFAmp=6.195dB, EVM=90.286%, Status=0
[seq_id=1185] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.177dB, EVM=90.332%, Status=0
[seq_id=1186] agent_inference: LNA=1, Filter=0, Mixer=5.707dBm, IFAmp=6.149dB, EVM=90.291%, Status=0
[seq_id=1187] agent_inference: LNA=1, Filter=0, Mixer=5.666dBm, IFAmp=6.240dB, EVM=90.300%, Status=0
[seq_id=1188] agent_inference: LNA=1, Filter=0, Mixer=5.682dBm, IFAmp=6.224dB, EVM=90.266%, Status=0
[seq_id=1189] agent_inference: LNA=1, Filter=0, Mixer=5.708dBm, IFAmp=6.132dB, EVM=90.275%, Status=0
[seq_id=1190] agent_inference: LNA=1, Filter=0, Mixer=5.689dBm, IFAmp=6.214dB, EVM=90.151%, Status=0
[seq_id=1191] agent_inference: LNA=1, Filter=0, Mixer=5.709dBm, IFAmp=6.179dB, EVM=90.183%, Status=0
[seq_id=1192] agent_inference: LNA=1, Filter=0, Mixer=5.653dBm, IFAmp=6.238dB, EVM=90.357%, Status=0
[seq_id=1193] agent_inference: LNA=1, Filter=0, Mixer=5.670dBm, IFAmp=6.205dB, EVM=90.504%, Status=0
[seq_id=1194] agent_inference: LNA=1, Filter=0, Mixer=5.693dBm, IFAmp=6.178dB, EVM=90.268%, Status=0
[seq_id=1195] agent_inference: LNA=1, Filter=0, Mixer=5.704dBm, IFAmp=6.179dB, EVM=90.218%, Status=0
[seq_id=1196] agent_inference: LNA=1, Filter=0, Mixer=5.666dBm, IFAmp=6.218dB, EVM=90.165%, Status=0
[seq_id=1197] agent_inference: LNA=1, Filter=0, Mixer=5.696dBm, IFAmp=6.174dB, EVM=90.285%, Status=0
[seq_id=1198] agent_inference: LNA=1, Filter=0, Mixer=5.676dBm, IFAmp=6.210dB, EVM=90.266%, Status=0
[seq_id=1199] agent_inference: LNA=1, Filter=0, Mixer=5.667dBm, IFAmp=6.186dB, EVM=90.324%, Status=0
[seq_id=1200] agent_inference: LNA=1, Filter=0, Mixer=5.713dBm, IFAmp=6.094dB, EVM=90.411%, Status=0
[seq_id=1201] agent_inference: LNA=1, Filter=0, Mixer=5.699dBm, IFAmp=6.200dB, EVM=90.162%, Status=0
[seq_id=1202] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.208dB, EVM=90.321%, Status=0
[seq_id=1203] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.192dB, EVM=90.307%, Status=0
[seq_id=1204] agent_inference: LNA=1, Filter=0, Mixer=5.690dBm, IFAmp=6.189dB, EVM=90.195%, Status=0
[seq_id=1205] agent_inference: LNA=1, Filter=0, Mixer=5.705dBm, IFAmp=6.169dB, EVM=90.180%, Status=0
[seq_id=1206] agent_inference: LNA=1, Filter=0, Mixer=5.673dBm, IFAmp=6.204dB, EVM=90.296%, Status=0
[seq_id=1207] agent_inference: LNA=1, Filter=0, Mixer=5.678dBm, IFAmp=6.210dB, EVM=90.305%, Status=0
[seq_id=1208] agent_inference: LNA=1, Filter=0, Mixer=5.684dBm, IFAmp=6.211dB, EVM=90.378%, Status=0
[seq_id=1209] agent_inference: LNA=1, Filter=0, Mixer=5.655dBm, IFAmp=6.241dB, EVM=90.206%, Status=0
[seq_id=1210] agent_inference: LNA=1, Filter=0, Mixer=5.698dBm, IFAmp=6.179dB, EVM=90.368%, Status=0
[seq_id=1211] agent_inference: LNA=1, Filter=0, Mixer=5.655dBm, IFAmp=6.199dB, EVM=90.377%, Status=0
[seq_id=1212] agent_inference: LNA=1, Filter=0, Mixer=5.675dBm, IFAmp=6.243dB, EVM=90.297%, Status=0
[seq_id=1213] agent_inference: LNA=1, Filter=0, Mixer=5.687dBm, IFAmp=6.175dB, EVM=90.330%, Status=0
[seq_id=1214] agent_inference: LNA=1, Filter=0, Mixer=5.693dBm, IFAmp=6.201dB, EVM=90.427%, Status=0
[seq_id=1215] agent_inference: LNA=1, Filter=0, Mixer=5.678dBm, IFAmp=6.189dB, EVM=90.358%, Status=0
[seq_id=1216] agent_inference: LNA=1, Filter=0, Mixer=5.687dBm, IFAmp=6.206dB, EVM=90.241%, Status=0
[seq_id=1217] agent_inference: LNA=1, Filter=0, Mixer=5.656dBm, IFAmp=6.188dB, EVM=90.507%, Status=0
[seq_id=1218] agent_inference: LNA=1, Filter=0, Mixer=5.683dBm, IFAmp=6.203dB, EVM=90.175%, Status=0
[seq_id=1219] agent_inference: LNA=1, Filter=0, Mixer=5.688dBm, IFAmp=6.185dB, EVM=90.349%, Status=0
[seq_id=1220] agent_inference: LNA=1, Filter=0, Mixer=5.683dBm, IFAmp=6.205dB, EVM=90.213%, Status=0
[seq_id=1221] agent_inference: LNA=1, Filter=0, Mixer=5.676dBm, IFAmp=6.172dB, EVM=90.508%, Status=0
[seq_id=1222] agent_inference: LNA=1, Filter=0, Mixer=5.699dBm, IFAmp=6.183dB, EVM=90.393%, Status=0
[seq_id=1223] agent_inference: LNA=1, Filter=0, Mixer=5.661dBm, IFAmp=6.239dB, EVM=90.339%, Status=0
[seq_id=1224] agent_inference: LNA=1, Filter=0, Mixer=5.677dBm, IFAmp=6.201dB, EVM=90.193%, Status=0
[seq_id=1225] agent_inference: LNA=1, Filter=0, Mixer=5.690dBm, IFAmp=6.187dB, EVM=90.443%, Status=0
[seq_id=1226] agent_inference: LNA=1, Filter=0, Mixer=5.709dBm, IFAmp=6.160dB, EVM=90.338%, Status=0
[seq_id=1227] agent_inference: LNA=1, Filter=0, Mixer=5.691dBm, IFAmp=6.153dB, EVM=90.524%, Status=0
[seq_id=1228] agent_inference: LNA=1, Filter=0, Mixer=5.668dBm, IFAmp=6.195dB, EVM=90.373%, Status=0
[seq_id=1229] agent_inference: LNA=1, Filter=0, Mixer=5.670dBm, IFAmp=6.232dB, EVM=90.239%, Status=0
[seq_id=1230] agent_inference: LNA=1, Filter=0, Mixer=5.703dBm, IFAmp=6.188dB, EVM=90.274%, Status=0
[seq_id=1231] agent_inference: LNA=1, Filter=0, Mixer=5.652dBm, IFAmp=6.210dB, EVM=90.375%, Status=0
[seq_id=1232] agent_inference: LNA=1, Filter=0, Mixer=5.652dBm, IFAmp=6.185dB, EVM=90.456%, Status=0
[seq_id=1233] agent_inference: LNA=1, Filter=0, Mixer=5.693dBm, IFAmp=6.198dB, EVM=90.197%, Status=0
[seq_id=1234] agent_inference: LNA=1, Filter=0, Mixer=5.663dBm, IFAmp=6.189dB, EVM=90.534%, Status=0
[seq_id=1235] agent_inference: LNA=1, Filter=0, Mixer=5.722dBm, IFAmp=6.168dB, EVM=90.206%, Status=0
[seq_id=1236] agent_inference: LNA=1, Filter=0, Mixer=5.668dBm, IFAmp=6.230dB, EVM=90.388%, Status=0
[seq_id=1237] agent_inference: LNA=1, Filter=0, Mixer=5.662dBm, IFAmp=6.228dB, EVM=90.413%, Status=0
[seq_id=1238] agent_inference: LNA=1, Filter=0, Mixer=5.698dBm, IFAmp=6.190dB, EVM=90.270%, Status=0
[seq_id=1239] agent_inference: LNA=1, Filter=0, Mixer=5.720dBm, IFAmp=6.144dB, EVM=90.229%, Status=0
[seq_id=1240] agent_inference: LNA=1, Filter=0, Mixer=5.694dBm, IFAmp=6.144dB, EVM=90.406%, Status=0
[seq_id=1241] agent_inference: LNA=1, Filter=0, Mixer=5.659dBm, IFAmp=6.236dB, EVM=90.325%, Status=0
[seq_id=1242] agent_inference: LNA=1, Filter=0, Mixer=5.711dBm, IFAmp=6.171dB, EVM=90.138%, Status=0
[seq_id=1243] agent_inference: LNA=1, Filter=0, Mixer=5.692dBm, IFAmp=6.185dB, EVM=90.150%, Status=0
[seq_id=1244] agent_inference: LNA=1, Filter=0, Mixer=5.696dBm, IFAmp=6.152dB, EVM=90.315%, Status=0
[seq_id=1245] agent_inference: LNA=1, Filter=0, Mixer=5.662dBm, IFAmp=6.220dB, EVM=90.354%, Status=0
[seq_id=1246] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.212dB, EVM=90.215%, Status=0
[seq_id=1247] agent_inference: LNA=1, Filter=0, Mixer=5.690dBm, IFAmp=6.160dB, EVM=90.384%, Status=0
[seq_id=1248] agent_inference: LNA=1, Filter=0, Mixer=5.657dBm, IFAmp=6.220dB, EVM=90.539%, Status=0
[seq_id=1249] agent_inference: LNA=1, Filter=0, Mixer=5.709dBm, IFAmp=6.144dB, EVM=90.392%, Status=0
[seq_id=1250] agent_inference: LNA=1, Filter=0, Mixer=5.689dBm, IFAmp=6.190dB, EVM=90.277%, Status=0
[seq_id=1251] agent_inference: LNA=1, Filter=0, Mixer=5.718dBm, IFAmp=6.191dB, EVM=90.108%, Status=0
[seq_id=1252] agent_inference: LNA=1, Filter=0, Mixer=5.672dBm, IFAmp=6.180dB, EVM=90.505%, Status=0
[seq_id=1253] agent_inference: LNA=1, Filter=0, Mixer=5.682dBm, IFAmp=6.202dB, EVM=90.320%, Status=0
[seq_id=1254] agent_inference: LNA=1, Filter=0, Mixer=5.651dBm, IFAmp=6.248dB, EVM=90.364%, Status=0
[seq_id=1255] agent_inference: LNA=1, Filter=0, Mixer=5.704dBm, IFAmp=6.192dB, EVM=90.146%, Status=0
[seq_id=1256] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.188dB, EVM=90.570%, Status=0
[seq_id=1257] agent_inference: LNA=1, Filter=0, Mixer=5.670dBm, IFAmp=6.222dB, EVM=90.137%, Status=0
[seq_id=1258] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.195dB, EVM=90.168%, Status=0
[seq_id=1259] agent_inference: LNA=1, Filter=0, Mixer=5.687dBm, IFAmp=6.203dB, EVM=90.158%, Status=0
[seq_id=1260] agent_inference: LNA=1, Filter=0, Mixer=5.724dBm, IFAmp=6.142dB, EVM=90.066%, Status=0
[seq_id=1261] agent_inference: LNA=1, Filter=0, Mixer=5.704dBm, IFAmp=6.145dB, EVM=90.313%, Status=0
[seq_id=1262] agent_inference: LNA=1, Filter=0, Mixer=5.653dBm, IFAmp=6.174dB, EVM=90.542%, Status=0
[seq_id=1263] agent_inference: LNA=1, Filter=0, Mixer=5.705dBm, IFAmp=6.169dB, EVM=90.339%, Status=0
[seq_id=1264] agent_inference: LNA=1, Filter=0, Mixer=5.669dBm, IFAmp=6.224dB, EVM=90.306%, Status=0
[seq_id=1265] agent_inference: LNA=1, Filter=0, Mixer=5.713dBm, IFAmp=6.161dB, EVM=90.203%, Status=0
[seq_id=1266] agent_inference: LNA=1, Filter=0, Mixer=5.678dBm, IFAmp=6.216dB, EVM=90.265%, Status=0
[seq_id=1267] agent_inference: LNA=1, Filter=0, Mixer=5.687dBm, IFAmp=6.169dB, EVM=90.377%, Status=0
[seq_id=1268] agent_inference: LNA=1, Filter=0, Mixer=5.677dBm, IFAmp=6.225dB, EVM=90.333%, Status=0
[seq_id=1269] agent_inference: LNA=1, Filter=0, Mixer=5.684dBm, IFAmp=6.170dB, EVM=90.306%, Status=0
[seq_id=1270] agent_inference: LNA=1, Filter=0, Mixer=5.672dBm, IFAmp=6.196dB, EVM=90.450%, Status=0
[seq_id=1271] agent_inference: LNA=1, Filter=0, Mixer=5.696dBm, IFAmp=6.159dB, EVM=90.333%, Status=0
[seq_id=1272] agent_inference: LNA=1, Filter=0, Mixer=5.668dBm, IFAmp=6.208dB, EVM=90.343%, Status=0
[seq_id=1273] agent_inference: LNA=1, Filter=0, Mixer=5.670dBm, IFAmp=6.200dB, EVM=90.244%, Status=0
[seq_id=1274] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.186dB, EVM=90.415%, Status=0
[seq_id=1275] agent_inference: LNA=1, Filter=0, Mixer=5.691dBm, IFAmp=6.183dB, EVM=90.268%, Status=0
[seq_id=1276] agent_inference: LNA=1, Filter=0, Mixer=5.713dBm, IFAmp=6.140dB, EVM=90.270%, Status=0
[seq_id=1277] agent_inference: LNA=1, Filter=0, Mixer=5.684dBm, IFAmp=6.196dB, EVM=90.212%, Status=0
[seq_id=1278] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.214dB, EVM=90.304%, Status=0
[seq_id=1279] agent_inference: LNA=1, Filter=0, Mixer=5.665dBm, IFAmp=6.223dB, EVM=90.330%, Status=0
[seq_id=1280] agent_inference: LNA=1, Filter=0, Mixer=5.682dBm, IFAmp=6.190dB, EVM=90.403%, Status=0
[seq_id=1281] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.161dB, EVM=90.337%, Status=0
[seq_id=1282] agent_inference: LNA=1, Filter=0, Mixer=5.686dBm, IFAmp=6.179dB, EVM=90.282%, Status=0
[seq_id=1283] agent_inference: LNA=1, Filter=0, Mixer=5.693dBm, IFAmp=6.174dB, EVM=90.316%, Status=0
[seq_id=1284] agent_inference: LNA=1, Filter=0, Mixer=5.697dBm, IFAmp=6.177dB, EVM=90.310%, Status=0
[seq_id=1285] agent_inference: LNA=1, Filter=0, Mixer=5.685dBm, IFAmp=6.168dB, EVM=90.334%, Status=0
[seq_id=1286] agent_inference: LNA=1, Filter=0, Mixer=5.663dBm, IFAmp=6.216dB, EVM=90.219%, Status=0
[seq_id=1287] agent_inference: LNA=1, Filter=0, Mixer=5.690dBm, IFAmp=6.199dB, EVM=90.136%, Status=0
[seq_id=1288] agent_inference: LNA=1, Filter=0, Mixer=5.696dBm, IFAmp=6.191dB, EVM=90.317%, Status=0
[seq_id=1289] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.204dB, EVM=90.267%, Status=0
[seq_id=1290] agent_inference: LNA=1, Filter=0, Mixer=5.670dBm, IFAmp=6.168dB, EVM=90.342%, Status=0
[seq_id=1291] agent_inference: LNA=1, Filter=0, Mixer=5.640dBm, IFAmp=6.242dB, EVM=90.585%, Status=0
[seq_id=1292] agent_inference: LNA=1, Filter=0, Mixer=5.673dBm, IFAmp=6.198dB, EVM=90.335%, Status=0
[seq_id=1293] agent_inference: LNA=1, Filter=0, Mixer=5.657dBm, IFAmp=6.229dB, EVM=90.478%, Status=0
[seq_id=1294] agent_inference: LNA=1, Filter=0, Mixer=5.678dBm, IFAmp=6.196dB, EVM=90.353%, Status=0
[seq_id=1295] agent_inference: LNA=1, Filter=0, Mixer=5.691dBm, IFAmp=6.169dB, EVM=90.324%, Status=0
[seq_id=1296] agent_inference: LNA=1, Filter=0, Mixer=5.695dBm, IFAmp=6.189dB, EVM=90.336%, Status=0
[seq_id=1297] agent_inference: LNA=1, Filter=0, Mixer=5.667dBm, IFAmp=6.202dB, EVM=90.254%, Status=0
[seq_id=1298] agent_inference: LNA=1, Filter=0, Mixer=5.669dBm, IFAmp=6.215dB, EVM=90.357%, Status=0
[seq_id=1299] agent_inference: LNA=1, Filter=0, Mixer=5.660dBm, IFAmp=6.220dB, EVM=90.391%, Status=0
[seq_id=1300] agent_inference: LNA=1, Filter=0, Mixer=5.700dBm, IFAmp=6.154dB, EVM=90.301%, Status=0
[seq_id=1301] agent_inference: LNA=1, Filter=0, Mixer=5.684dBm, IFAmp=6.186dB, EVM=90.453%, Status=0
[seq_id=1302] agent_inference: LNA=1, Filter=0, Mixer=5.664dBm, IFAmp=6.218dB, EVM=90.432%, Status=0
[seq_id=1303] agent_inference: LNA=1, Filter=0, Mixer=5.660dBm, IFAmp=6.214dB, EVM=90.572%, Status=0
[seq_id=1304] agent_inference: LNA=1, Filter=0, Mixer=5.685dBm, IFAmp=6.173dB, EVM=90.332%, Status=0
[seq_id=1305] agent_inference: LNA=1, Filter=0, Mixer=5.681dBm, IFAmp=6.186dB, EVM=90.454%, Status=0
[seq_id=1306] agent_inference: LNA=1, Filter=0, Mixer=5.651dBm, IFAmp=6.269dB, EVM=90.271%, Status=0
[seq_id=1307] agent_inference: LNA=1, Filter=0, Mixer=5.651dBm, IFAmp=6.191dB, EVM=90.512%, Status=0
[seq_id=1308] agent_inference: LNA=1, Filter=0, Mixer=5.697dBm, IFAmp=6.185dB, EVM=90.360%, Status=0
[seq_id=1309] agent_inference: LNA=1, Filter=0, Mixer=5.671dBm, IFAmp=6.210dB, EVM=90.286%, Status=0
[seq_id=1310] agent_inference: LNA=1, Filter=0, Mixer=5.673dBm, IFAmp=6.204dB, EVM=90.311%, Status=0
[seq_id=1311] agent_inference: LNA=1, Filter=0, Mixer=5.703dBm, IFAmp=6.159dB, EVM=90.251%, Status=0
[seq_id=1312] agent_inference: LNA=1, Filter=0, Mixer=5.683dBm, IFAmp=6.173dB, EVM=90.264%, Status=0
[seq_id=1313] agent_inference: LNA=1, Filter=0, Mixer=5.674dBm, IFAmp=6.171dB, EVM=90.453%, Status=0
[seq_id=1314] agent_inference: LNA=1, Filter=0, Mixer=5.706dBm, IFAmp=6.174dB, EVM=90.258%, Status=0
[seq_id=1315] agent_inference: LNA=1, Filter=0, Mixer=5.699dBm, IFAmp=6.222dB, EVM=90.293%, Status=0
[seq_id=1316] agent_inference: LNA=1, Filter=0, Mixer=5.705dBm, IFAmp=6.170dB, EVM=90.276%, Status=0
[seq_id=1317] agent_inference: LNA=1, Filter=0, Mixer=5.672dBm, IFAmp=6.168dB, EVM=90.348%, Status=0
[seq_id=1318] agent_inference: LNA=1, Filter=0, Mixer=5.692dBm, IFAmp=6.222dB, EVM=90.150%, Status=0
[seq_id=1319] agent_inference: LNA=1, Filter=0, Mixer=5.709dBm, IFAmp=6.150dB, EVM=90.261%, Status=0
[seq_id=1320] agent_inference: LNA=1, Filter=0, Mixer=5.685dBm, IFAmp=6.197dB, EVM=90.223%, Status=0
[seq_id=1321] agent_inference: LNA=1, Filter=0, Mixer=5.660dBm, IFAmp=6.220dB, EVM=90.483%, Status=0
[seq_id=1322] agent_inference: LNA=1, Filter=0, Mixer=5.676dBm, IFAmp=6.196dB, EVM=90.292%, Status=0
[seq_id=1323] agent_inference: LNA=1, Filter=0, Mixer=5.672dBm, IFAmp=6.205dB, EVM=90.486%, Status=0
[seq_id=1324] agent_inference: LNA=1, Filter=0, Mixer=5.668dBm, IFAmp=6.212dB, EVM=90.359%, Status=0
[seq_id=1325] agent_inference: LNA=1, Filter=0, Mixer=5.672dBm, IFAmp=6.227dB, EVM=90.256%, Status=0
[seq_id=1326] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.171dB, EVM=90.475%, Status=0
[seq_id=1327] agent_inference: LNA=1, Filter=0, Mixer=5.731dBm, IFAmp=6.153dB, EVM=90.075%, Status=0
[seq_id=1328] agent_inference: LNA=1, Filter=0, Mixer=5.704dBm, IFAmp=6.191dB, EVM=90.324%, Status=0
[seq_id=1329] agent_inference: LNA=1, Filter=0, Mixer=5.714dBm, IFAmp=6.180dB, EVM=90.038%, Status=0
[seq_id=1330] agent_inference: LNA=1, Filter=0, Mixer=5.713dBm, IFAmp=6.175dB, EVM=90.190%, Status=0
[seq_id=1331] agent_inference: LNA=1, Filter=0, Mixer=5.692dBm, IFAmp=6.216dB, EVM=90.203%, Status=0
[seq_id=1332] agent_inference: LNA=1, Filter=0, Mixer=5.643dBm, IFAmp=6.227dB, EVM=90.624%, Status=0
[seq_id=1333] agent_inference: LNA=1, Filter=0, Mixer=5.686dBm, IFAmp=6.140dB, EVM=90.234%, Status=0
[seq_id=1334] agent_inference: LNA=1, Filter=0, Mixer=5.669dBm, IFAmp=6.213dB, EVM=90.282%, Status=0
[seq_id=1335] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.166dB, EVM=90.244%, Status=0
[seq_id=1336] agent_inference: LNA=1, Filter=0, Mixer=5.694dBm, IFAmp=6.154dB, EVM=90.321%, Status=0
[seq_id=1337] agent_inference: LNA=1, Filter=0, Mixer=5.669dBm, IFAmp=6.198dB, EVM=90.497%, Status=0
[seq_id=1338] agent_inference: LNA=1, Filter=0, Mixer=5.684dBm, IFAmp=6.247dB, EVM=90.363%, Status=0
[seq_id=1339] agent_inference: LNA=1, Filter=0, Mixer=5.692dBm, IFAmp=6.175dB, EVM=90.151%, Status=0
[seq_id=1340] agent_inference: LNA=1, Filter=0, Mixer=5.668dBm, IFAmp=6.214dB, EVM=90.333%, Status=0
[seq_id=1341] agent_inference: LNA=1, Filter=0, Mixer=5.713dBm, IFAmp=6.164dB, EVM=90.288%, Status=0
[seq_id=1342] agent_inference: LNA=1, Filter=0, Mixer=5.667dBm, IFAmp=6.203dB, EVM=90.462%, Status=0
[seq_id=1343] agent_inference: LNA=1, Filter=0, Mixer=5.659dBm, IFAmp=6.196dB, EVM=90.295%, Status=0
[seq_id=1344] agent_inference: LNA=1, Filter=0, Mixer=5.686dBm, IFAmp=6.194dB, EVM=90.391%, Status=0
[seq_id=1345] agent_inference: LNA=1, Filter=0, Mixer=5.734dBm, IFAmp=6.126dB, EVM=90.161%, Status=0
[seq_id=1346] agent_inference: LNA=1, Filter=0, Mixer=5.673dBm, IFAmp=6.214dB, EVM=90.367%, Status=0
[seq_id=1347] agent_inference: LNA=1, Filter=0, Mixer=5.719dBm, IFAmp=6.156dB, EVM=90.252%, Status=0
[seq_id=1348] agent_inference: LNA=1, Filter=0, Mixer=5.669dBm, IFAmp=6.227dB, EVM=90.454%, Status=0
[seq_id=1349] agent_inference: LNA=1, Filter=0, Mixer=5.694dBm, IFAmp=6.185dB, EVM=90.291%, Status=0
[seq_id=1350] agent_inference: LNA=1, Filter=0, Mixer=5.675dBm, IFAmp=6.180dB, EVM=90.372%, Status=0
[seq_id=1351] agent_inference: LNA=1, Filter=0, Mixer=5.679dBm, IFAmp=6.184dB, EVM=90.435%, Status=0
[seq_id=1352] agent_inference: LNA=1, Filter=0, Mixer=5.663dBm, IFAmp=6.236dB, EVM=90.434%, Status=0
[seq_id=1353] agent_inference: LNA=1, Filter=0, Mixer=5.677dBm, IFAmp=6.189dB, EVM=90.315%, Status=0
[seq_id=1354] agent_inference: LNA=1, Filter=0, Mixer=5.698dBm, IFAmp=6.202dB, EVM=90.198%, Status=0
[seq_id=1355] agent_inference: LNA=1, Filter=0, Mixer=5.709dBm, IFAmp=6.172dB, EVM=90.293%, Status=0
[seq_id=1356] agent_inference: LNA=1, Filter=0, Mixer=5.657dBm, IFAmp=6.244dB, EVM=90.415%, Status=0
[seq_id=1357] agent_inference: LNA=1, Filter=0, Mixer=5.691dBm, IFAmp=6.203dB, EVM=90.292%, Status=0
[seq_id=1358] agent_inference: LNA=1, Filter=0, Mixer=5.701dBm, IFAmp=6.177dB, EVM=90.381%, Status=0
[seq_id=1359] agent_inference: LNA=1, Filter=0, Mixer=5.678dBm, IFAmp=6.221dB, EVM=90.325%, Status=0
[seq_id=1360] agent_inference: LNA=1, Filter=0, Mixer=5.660dBm, IFAmp=6.246dB, EVM=90.266%, Status=0
[seq_id=1361] agent_inference: LNA=1, Filter=0, Mixer=5.689dBm, IFAmp=6.177dB, EVM=90.333%, Status=0
[seq_id=1362] agent_inference: LNA=1, Filter=0, Mixer=5.677dBm, IFAmp=6.213dB, EVM=90.340%, Status=0
[seq_id=1363] agent_inference: LNA=1, Filter=0, Mixer=5.678dBm, IFAmp=6.242dB, EVM=90.331%, Status=0
